<<<<<<< HEAD
 RODS report2f created at 13:27:42 on 29-03-2017,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,
590,Green Park          ,Total day   ,70259,1272036,18.11,32969,29044,6570,1397,279,0
589,Greenford           ,Early       ,166,5118,30.91,0,114,3,48,0,0
589,Greenford           ,AM peak     ,842,32324,38.4,130,148,168,396,0,0
589,Greenford           ,Midday      ,1266,43662,34.49,124,413,362,331,36,0
589,Greenford           ,PM Peak     ,2945,100622,34.17,323,534,1548,484,55,0
589,Greenford           ,Evening     ,1502,51349,34.18,113,468,540,381,0,0
589,Greenford           ,Late        ,618,26136,42.32,0,54,304,259,0,0
589,Greenford           ,Total day   ,7338,259212,35.32,689,1731,2926,1900,91,0
591,Gunnersbury         ,Early       ,123,4101,33.3,5,49,23,47,0,0
591,Gunnersbury         ,AM peak     ,1080,33983,31.47,247,119,519,154,42,0
591,Gunnersbury         ,Midday      ,202,3940,19.53,46,155,1,0,0,0
591,Gunnersbury         ,PM Peak     ,817,26638,32.61,92,252,370,93,11,0
591,Gunnersbury         ,Evening     ,95,3305,34.95,0,20,75,0,0,0
591,Gunnersbury         ,Late        ,169,3150,18.6,107,24,29,9,1,0
591,Gunnersbury         ,Total day   ,2486,75119,30.22,497,618,1016,302,54,0
592,Hainault            ,Early       ,26,1251,47.92,0,0,11,15,0,0
592,Hainault            ,AM peak     ,380,14141,37.21,40,72,169,68,30,0
592,Hainault            ,Midday      ,985,40756,41.38,0,162,493,146,185,0
592,Hainault            ,PM Peak     ,2715,111011,40.88,33,83,2075,347,177,0
592,Hainault            ,Evening     ,1225,51543,42.08,0,160,719,246,100,0
592,Hainault            ,Late        ,524,25342,48.38,0,46,141,269,67,0
592,Hainault            ,Total day   ,5855,244045,41.68,73,524,3608,1090,560,0
593,Hammersmith (Dis)   ,Early       ,1065,34015,31.93,115,353,387,196,16,0
593,Hammersmith (Dis)   ,AM peak     ,14667,419864,28.63,1917,6457,4937,1209,147,0
593,Hammersmith (Dis)   ,Midday      ,9497,233742,24.61,1638,5131,2236,462,30,0
593,Hammersmith (Dis)   ,PM Peak     ,9609,239039,24.88,1286,5889,2090,335,9,0
593,Hammersmith (Dis)   ,Evening     ,5661,142183,25.12,768,3344,1415,91,44,0
593,Hammersmith (Dis)   ,Late        ,2745,68005,24.77,317,1722,692,14,0,0
593,Hammersmith (Dis)   ,Total day   ,43245,1136849,26.29,6040,22896,11757,2306,246,0
773,Hammersmith (H&C)   ,Early       ,217,5117,23.57,64,92,45,12,4,0
773,Hammersmith (H&C)   ,AM peak     ,3352,87482,26.1,502,1817,674,255,94,10
773,Hammersmith (H&C)   ,Midday      ,2716,69363,25.54,606,1208,767,101,34,0
773,Hammersmith (H&C)   ,PM Peak     ,3107,72291,23.27,684,1627,759,37,0,0
773,Hammersmith (H&C)   ,Evening     ,1552,41072,26.46,200,769,550,21,11,0
773,Hammersmith (H&C)   ,Late        ,589,16134,27.4,137,205,212,35,0,0
773,Hammersmith (H&C)   ,Total day   ,11533,291458,25.27,2193,5718,3008,460,143,10
594,Hampstead           ,Early       ,108,2895,26.78,13,67,12,16,0,0
594,Hampstead           ,AM peak     ,1715,39379,22.96,319,1060,261,56,19,0
594,Hampstead           ,Midday      ,2038,50583,24.82,385,1154,403,66,29,0
594,Hampstead           ,PM Peak     ,1666,39997,24.01,161,1267,163,74,0,0
594,Hampstead           ,Evening     ,1192,29833,25.02,148,782,186,41,35,0
594,Hampstead           ,Late        ,508,14009,27.57,27,359,69,46,7,0
594,Hampstead           ,Total day   ,7228,176696,24.45,1053,4690,1095,301,90,0
595,Hanger Lane         ,Early       ,221,10810,48.83,0,30,35,147,10,0
595,Hanger Lane         ,AM peak     ,1740,64540,37.09,216,340,641,402,142,0
595,Hanger Lane         ,Midday      ,1011,31789,31.45,93,404,377,86,51,0
595,Hanger Lane         ,PM Peak     ,2036,64187,31.52,244,596,1087,85,24,0
595,Hanger Lane         ,Evening     ,1203,41968,34.87,47,364,548,172,72,0
595,Hanger Lane         ,Late        ,547,15243,27.88,0,286,237,23,0,0
595,Hanger Lane         ,Total day   ,6759,228536,33.81,599,2021,2925,915,299,0
596,Harlesden           ,Early       ,185,4813,25.99,0,156,9,4,16,0
596,Harlesden           ,AM peak     ,943,23176,24.57,306,381,144,24,88,0
596,Harlesden           ,Midday      ,843,22209,26.36,212,311,233,77,10,0
596,Harlesden           ,PM Peak     ,668,16538,24.76,239,194,148,78,9,0
596,Harlesden           ,Evening     ,425,8746,20.58,255,63,56,30,20,0
596,Harlesden           ,Late        ,272,6952,25.52,88,61,98,25,0,0
596,Harlesden           ,Total day   ,3336,82434,24.71,1101,1167,688,237,143,0
597,Harrow & Wealdstone ,Early       ,89,2497,27.94,7,53,17,8,3,0
597,Harrow & Wealdstone ,AM peak     ,1117,36738,32.88,78,618,159,57,205,0
597,Harrow & Wealdstone ,Midday      ,1196,37737,31.56,246,470,162,135,168,15
597,Harrow & Wealdstone ,PM Peak     ,2435,59949,24.62,486,1559,83,112,196,0
597,Harrow & Wealdstone ,Evening     ,1058,27576,26.07,297,488,100,117,54,2
597,Harrow & Wealdstone ,Late        ,375,7642,20.39,117,217,32,6,3,0
597,Harrow & Wealdstone ,Total day   ,6271,172138,27.45,1230,3404,554,435,630,17
598,Harrow-on-the-Hill  ,Early       ,226,5347,23.64,48,128,37,11,2,0
598,Harrow-on-the-Hill  ,AM peak     ,2828,77227,27.31,606,1207,605,322,88,0
598,Harrow-on-the-Hill  ,Midday      ,3763,99479,26.44,902,1496,1015,318,32,0
598,Harrow-on-the-Hill  ,PM Peak     ,5027,154507,30.74,500,1830,2223,454,20,0
598,Harrow-on-the-Hill  ,Evening     ,2578,80518,31.24,288,646,1521,121,1,0
598,Harrow-on-the-Hill  ,Late        ,1316,43832,33.3,120,252,820,124,0,0
598,Harrow-on-the-Hill  ,Total day   ,15737,460910,29.29,2463,5560,6222,1349,143,0
779,Hatton Cross        ,Early       ,246,5656,23.03,171,17,16,10,31,0
779,Hatton Cross        ,AM peak     ,1251,36497,29.17,652,156,109,148,185,2
779,Hatton Cross        ,Midday      ,929,35287,37.98,232,116,186,251,144,0
779,Hatton Cross        ,PM Peak     ,1226,49882,40.68,164,206,315,316,222,4
779,Hatton Cross        ,Evening     ,788,28609,36.32,198,147,51,370,23,0
779,Hatton Cross        ,Late        ,414,12782,30.87,130,2,272,0,11,0
779,Hatton Cross        ,Total day   ,4854,168713,34.76,1546,643,947,1095,616,6
781,Heathrow Terminal 4 ,Early       ,108,6177,56.94,0,0,11,62,35,0
781,Heathrow Terminal 4 ,AM peak     ,432,18324,42.41,11,79,154,109,80,0
781,Heathrow Terminal 4 ,Midday      ,1012,55198,54.56,79,125,48,293,396,70
781,Heathrow Terminal 4 ,PM Peak     ,671,30367,45.23,39,138,207,122,103,61
781,Heathrow Terminal 4 ,Evening     ,340,17962,52.76,0,0,0,282,59,0
781,Heathrow Terminal 4 ,Late        ,27,1969,72,0,0,0,0,27,0
781,Heathrow Terminal 4 ,Total day   ,2591,129997,50.17,129,343,420,868,700,131
783,Heathrow Terminal 5 ,Early       ,383,24143,63.07,12,54,71,51,100,95
783,Heathrow Terminal 5 ,AM peak     ,984,58556,59.51,11,74,224,213,419,42
783,Heathrow Terminal 5 ,Midday      ,2163,110770,51.22,118,346,303,424,954,16
783,Heathrow Terminal 5 ,PM Peak     ,1262,76791,60.86,0,57,111,457,603,34
783,Heathrow Terminal 5 ,Evening     ,371,20741,55.84,0,110,0,64,187,10
783,Heathrow Terminal 5 ,Late        ,146,8627,59,0,0,0,146,0,0
783,Heathrow Terminal 5 ,Total day   ,5309,299627,56.44,142,641,709,1357,2263,197
780,Heathrow Terminals 1,Early       ,497,11555,23.25,143,277,11,29,35,1
780,Heathrow Terminals 1,AM peak     ,2003,90701,45.29,174,578,69,383,783,15
780,Heathrow Terminals 1,Midday      ,3436,172708,50.26,199,650,226,916,1436,9
780,Heathrow Terminals 1,PM Peak     ,2356,114434,48.57,307,201,337,559,872,80
780,Heathrow Terminals 1,Evening     ,979,59686,60.98,13,99,26,302,482,56
780,Heathrow Terminals 1,Late        ,248,10922,43.95,43,92,0,15,60,38
780,Heathrow Terminals 1,Total day   ,9519,460006,48.33,880,1898,670,2205,3667,199
601,Hendon Central      ,Early       ,147,5168,35.19,46,12,43,27,19,0
601,Hendon Central      ,AM peak     ,2445,88757,36.31,524,454,731,366,357,11
601,Hendon Central      ,Midday      ,3402,102283,30.06,675,819,1536,327,45,0
601,Hendon Central      ,PM Peak     ,3850,117930,30.63,411,1538,1519,369,13,0
601,Hendon Central      ,Evening     ,2164,63154,29.18,301,915,731,184,34,0
601,Hendon Central      ,Late        ,1167,37553,32.18,23,186,885,73,0,0
601,Hendon Central      ,Total day   ,13175,414844,31.49,1980,3924,5446,1346,468,11
602,High Barnet         ,Early       ,53,1101,20.83,0,47,3,3,0,0
602,High Barnet         ,AM peak     ,1044,42448,40.64,136,221,180,338,169,0
602,High Barnet         ,Midday      ,1101,44178,40.13,16,133,583,368,1,0
602,High Barnet         ,PM Peak     ,2273,95039,41.82,111,254,988,691,229,0
602,High Barnet         ,Evening     ,1296,56600,43.66,63,85,475,524,149,0
602,High Barnet         ,Late        ,649,27632,42.61,3,39,322,273,11,0
602,High Barnet         ,Total day   ,6416,266997,41.62,331,778,2551,2196,559,1
605,High Street Kensingt,Early       ,434,16861,38.82,16,88,240,36,55,0
605,High Street Kensingt,AM peak     ,6723,208490,31.01,728,2734,2291,712,259,0
605,High Street Kensingt,Midday      ,7066,182631,25.85,1393,3394,1603,587,89,0
605,High Street Kensingt,PM Peak     ,3910,94650,24.21,774,2258,744,121,13,0
605,High Street Kensingt,Evening     ,1762,47224,26.8,179,1071,502,10,0,0
605,High Street Kensingt,Late        ,744,20503,27.55,46,325,373,0,0,0
605,High Street Kensingt,Total day   ,20640,570360,27.63,3137,9869,5752,1466,416,0
603,Highbury & Islington,Early       ,1760,33237,18.88,649,864,215,30,2,0
603,Highbury & Islington,AM peak     ,13203,248892,18.85,4709,6134,1914,366,80,0
603,Highbury & Islington,Midday      ,11599,213714,18.43,5079,4620,1261,260,379,0
603,Highbury & Islington,PM Peak     ,19097,336221,17.61,8066,9303,1580,125,22,0
603,Highbury & Islington,Evening     ,11561,191267,16.54,6022,4439,846,238,16,0
603,Highbury & Islington,Late        ,3940,77294,19.62,1287,1921,696,14,22,0
603,Highbury & Islington,Total day   ,61160,1100624,18,25812,27281,6514,1033,520,0
604,Highgate            ,Early       ,54,1645,30.37,0,24,29,1,0,0
604,Highgate            ,AM peak     ,1006,30906,30.73,89,285,548,73,12,0
604,Highgate            ,Midday      ,1589,43940,27.66,189,694,596,109,1,0
604,Highgate            ,PM Peak     ,3364,86631,25.75,264,2047,1009,43,1,0
604,Highgate            ,Evening     ,2394,66026,27.57,142,1424,701,128,0,0
604,Highgate            ,Late        ,1056,28843,27.32,80,673,259,25,18,0
604,Highgate            ,Total day   ,9463,257992,27.26,763,5147,3143,378,32,0
606,Hillingdon          ,Early       ,88,2131,24.1,0,87,1,0,0,0
606,Hillingdon          ,AM peak     ,378,16499,43.65,34,147,16,117,33,31
606,Hillingdon          ,Midday      ,496,21136,42.63,21,74,146,201,53,0
606,Hillingdon          ,PM Peak     ,1019,47816,46.94,92,43,188,529,154,12
606,Hillingdon          ,Evening     ,538,25436,47.26,35,76,30,261,137,0
606,Hillingdon          ,Late        ,213,10922,51.25,12,0,46,81,75,0
606,Hillingdon          ,Total day   ,2732,123941,45.36,194,427,427,1188,452,43
607,Holborn             ,Early       ,1342,39975,29.8,120,635,462,107,17,0
607,Holborn             ,AM peak     ,25485,584238,22.92,7146,11651,5500,1041,147,0
607,Holborn             ,Midday      ,19932,368740,18.5,8323,8670,2577,340,21,0
607,Holborn             ,PM Peak     ,9223,162685,17.64,4394,3651,963,194,21,0
607,Holborn             ,Evening     ,2758,47815,17.34,1311,1106,274,65,2,0
607,Holborn             ,Late        ,789,11258,14.28,536,209,14,29,0,0
607,Holborn             ,Total day   ,59527,1214711,20.41,21831,25922,9790,1776,208,0
608,Holland Park        ,Early       ,119,3409,28.57,24,13,77,4,1,0
608,Holland Park        ,AM peak     ,1479,43223,29.22,96,906,310,103,64,0
608,Holland Park        ,Midday      ,1157,25144,21.74,307,713,65,53,19,0
608,Holland Park        ,PM Peak     ,1088,21635,19.88,278,724,76,1,10,0
608,Holland Park        ,Evening     ,783,16875,21.54,110,574,97,2,0,0
608,Holland Park        ,Late        ,299,6093,20.35,30,255,15,0,0,0
608,Holland Park        ,Total day   ,4927,116380,23.62,846,3184,640,163,94,0
609,Holloway Road       ,Early       ,114,2913,25.61,3,79,22,10,0,0
609,Holloway Road       ,AM peak     ,2076,48982,23.6,567,1007,338,120,44,0
609,Holloway Road       ,Midday      ,2973,66554,22.39,799,1578,415,135,46,0
609,Holloway Road       ,PM Peak     ,2772,56804,20.49,740,1736,216,80,1,0
609,Holloway Road       ,Evening     ,1820,39276,21.58,489,1005,198,124,4,0
609,Holloway Road       ,Late        ,927,18395,19.85,308,516,80,23,0,0
609,Holloway Road       ,Total day   ,10681,232924,21.81,2906,5921,1268,491,95,0
610,Hornchurch          ,Early       ,36,407,11.4,36,0,0,0,0,0
610,Hornchurch          ,AM peak     ,410,11422,27.84,35,228,108,26,14,0
610,Hornchurch          ,Midday      ,652,20587,31.56,40,347,162,18,81,4
610,Hornchurch          ,PM Peak     ,1871,57946,30.97,777,195,299,371,226,3
610,Hornchurch          ,Evening     ,601,24744,41.15,139,86,98,132,147,0
610,Hornchurch          ,Late        ,299,9995,33.46,162,1,22,26,87,0
610,Hornchurch          ,Total day   ,3869,125101,32.33,1189,856,688,574,554,7
611,Hounslow Central    ,Early       ,82,2925,35.49,7,42,1,16,14,2
611,Hounslow Central    ,AM peak     ,1112,46828,42.12,92,265,258,330,151,15
611,Hounslow Central    ,Midday      ,1281,36006,28.1,427,287,407,96,64,0
611,Hounslow Central    ,PM Peak     ,2018,76575,37.94,180,468,542,716,112,0
611,Hounslow Central    ,Evening     ,1161,42403,36.51,18,441,359,248,95,0
611,Hounslow Central    ,Late        ,500,16406,32.83,13,175,235,77,0,0
611,Hounslow Central    ,Total day   ,6155,221143,35.93,737,1677,1802,1483,437,17
612,Hounslow East       ,Early       ,108,3249,30.17,27,29,38,6,8,0
612,Hounslow East       ,AM peak     ,705,23253,32.96,135,176,253,101,41,0
612,Hounslow East       ,Midday      ,1112,38494,34.63,178,263,325,290,56,0
612,Hounslow East       ,PM Peak     ,2232,89332,40.03,169,381,652,789,240,0
612,Hounslow East       ,Evening     ,1387,57297,41.31,49,368,302,653,16,0
612,Hounslow East       ,Late        ,660,27999,42.45,38,58,228,288,48,0
612,Hounslow East       ,Total day   ,6203,239624,38.63,595,1274,1798,2127,410,0
613,Hounslow West       ,Early       ,80,1829,22.81,0,71,0,9,0,0
613,Hounslow West       ,AM peak     ,409,12168,29.72,60,174,94,81,0,0
613,Hounslow West       ,Midday      ,1026,33439,32.59,319,164,292,161,90,0
613,Hounslow West       ,PM Peak     ,1974,88053,44.61,131,289,406,803,342,2
613,Hounslow West       ,Evening     ,1214,53487,44.04,87,108,335,546,138,0
613,Hounslow West       ,Late        ,597,20856,34.92,167,110,53,186,81,0
613,Hounslow West       ,Total day   ,5301,209832,39.58,765,916,1181,1786,652,2
614,Hyde Park Corner    ,Early       ,248,7522,30.39,8,134,90,5,11,0
614,Hyde Park Corner    ,AM peak     ,3151,80868,25.66,290,1984,712,109,56,0
614,Hyde Park Corner    ,Midday      ,3007,64082,21.31,964,1450,471,97,25,0
614,Hyde Park Corner    ,PM Peak     ,1473,31123,21.12,606,554,149,165,0,0
614,Hyde Park Corner    ,Evening     ,573,10643,18.59,311,183,79,0,0,0
614,Hyde Park Corner    ,Late        ,170,2720,16.03,65,90,15,0,0,0
614,Hyde Park Corner    ,Total day   ,8622,196958,22.84,2244,4394,1516,375,92,0
615,Ickenham            ,Early       ,24,612,25.31,2,15,6,0,0,0
615,Ickenham            ,AM peak     ,309,9179,29.74,68,27,182,28,4,0
615,Ickenham            ,Midday      ,384,13125,34.16,138,43,54,72,77,0
615,Ickenham            ,PM Peak     ,791,32983,41.71,168,42,85,425,70,0
615,Ickenham            ,Evening     ,411,17371,42.27,29,94,17,266,5,0
615,Ickenham            ,Late        ,119,6188,52,0,26,9,31,53,0
615,Ickenham            ,Total day   ,2038,79457,38.99,406,248,353,822,208,0
616,Kennington          ,Early       ,120,2579,21.54,39,50,19,12,0,0
616,Kennington          ,AM peak     ,1246,28612,22.96,432,493,187,124,10,0
616,Kennington          ,Midday      ,1544,31577,20.45,623,652,175,94,0,0
616,Kennington          ,PM Peak     ,2385,45490,19.08,980,1178,139,88,0,0
616,Kennington          ,Evening     ,1910,30397,15.91,1174,641,63,32,0,0
616,Kennington          ,Late        ,1003,13640,13.6,735,268,0,1,0,0
616,Kennington          ,Total day   ,8207,152294,18.56,3983,3281,583,350,10,0
617,Kensal Green        ,Early       ,13,302,23.59,0,13,0,0,0,0
617,Kensal Green        ,AM peak     ,339,10010,29.5,6,155,162,16,0,0
617,Kensal Green        ,Midday      ,370,8404,22.69,76,217,52,24,1,0
617,Kensal Green        ,PM Peak     ,821,21338,25.98,112,362,334,13,1,0
617,Kensal Green        ,Evening     ,999,29608,29.65,34,500,460,4,0,0
617,Kensal Green        ,Late        ,406,14674,36.18,0,116,274,15,0,0
617,Kensal Green        ,Total day   ,2948,84335,28.61,228,1363,1283,72,2,0
618,Kensington (Olympia),Early       ,0,0,0,0,0,0,0,0,0
618,Kensington (Olympia),AM peak     ,199,1958,9.84,188,11,0,0,0,0
618,Kensington (Olympia),Midday      ,553,9085,16.42,210,329,14,0,0,0
618,Kensington (Olympia),PM Peak     ,306,4406,14.39,152,154,0,0,0,0
618,Kensington (Olympia),Evening     ,316,8616,27.3,110,54,62,89,0,0
618,Kensington (Olympia),Late        ,11,370,32.17,0,0,11,0,0,0
618,Kensington (Olympia),Total day   ,1385,24435,17.64,660,548,88,89,0,0
619,Kentish Town        ,Early       ,227,7895,34.81,23,47,101,50,5,0
619,Kentish Town        ,AM peak     ,4044,100460,24.84,878,2208,639,211,107,0
619,Kentish Town        ,Midday      ,3115,70322,22.58,819,1733,356,181,26,0
619,Kentish Town        ,PM Peak     ,3424,76213,22.26,784,2111,422,107,0,0
619,Kentish Town        ,Evening     ,1861,42012,22.58,155,1424,257,26,0,0
619,Kentish Town        ,Late        ,911,21908,24.04,66,568,262,16,0,0
619,Kentish Town        ,Total day   ,13581,318811,23.47,2726,8090,2036,591,138,0
620,Kenton              ,Early       ,17,360,21.04,3,12,2,0,0,0
620,Kenton              ,AM peak     ,360,6765,18.79,207,86,56,0,10,0
620,Kenton              ,Midday      ,411,7521,18.3,242,55,92,20,2,0
620,Kenton              ,PM Peak     ,680,20759,30.54,131,293,29,166,61,0
620,Kenton              ,Evening     ,419,11762,28.06,86,209,14,103,7,0
620,Kenton              ,Late        ,148,3404,23.07,48,46,44,9,0,0
620,Kenton              ,Total day   ,2035,50570,24.86,717,702,237,298,80,0
621,Kew Gardens         ,Early       ,71,4255,59.87,2,3,4,35,21,5
621,Kew Gardens         ,AM peak     ,1078,45510,42.21,133,160,328,283,156,17
621,Kew Gardens         ,Midday      ,1300,49250,37.88,198,228,414,334,124,3
621,Kew Gardens         ,PM Peak     ,2063,68510,33.21,458,245,919,363,77,0
621,Kew Gardens         ,Evening     ,1167,40532,34.72,202,155,446,364,0,0
621,Kew Gardens         ,Late        ,464,17393,37.51,43,57,249,115,0,0
621,Kew Gardens         ,Total day   ,6144,225450,36.7,1037,847,2361,1495,378,25
622,Kilburn             ,Early       ,327,7647,23.37,81,225,13,9,0,0
622,Kilburn             ,AM peak     ,1494,37684,25.22,325,688,403,69,10,0
622,Kilburn             ,Midday      ,2398,58988,24.6,530,1264,308,219,77,0
622,Kilburn             ,PM Peak     ,4391,105230,23.96,836,2333,1100,113,10,0
622,Kilburn             ,Evening     ,3015,68354,22.67,571,1783,626,34,1,0
622,Kilburn             ,Late        ,1759,44161,25.1,108,1338,306,9,0,0
622,Kilburn             ,Total day   ,13385,322064,24.06,2450,7629,2756,452,98,0
623,Kilburn Park        ,Early       ,71,1987,27.91,4,27,41,0,0,0
623,Kilburn Park        ,AM peak     ,794,19540,24.62,189,294,307,3,0,0
623,Kilburn Park        ,Midday      ,1159,26627,22.96,212,717,199,10,21,0
623,Kilburn Park        ,PM Peak     ,1575,38454,24.42,300,792,447,11,26,0
623,Kilburn Park        ,Evening     ,1006,22462,22.33,117,746,141,2,0,0
623,Kilburn Park        ,Late        ,515,10669,20.73,66,401,47,0,0,0
623,Kilburn Park        ,Total day   ,5120,119740,23.39,887,2977,1183,26,47,0
625,King's Cross St. Pan,Early       ,3587,94259,26.28,960,1541,485,437,164,0
625,King's Cross St. Pan,AM peak     ,32787,694449,21.18,11029,15525,4264,1642,327,0
625,King's Cross St. Pan,Midday      ,39682,748078,18.85,16197,18631,3601,1079,175,0
625,King's Cross St. Pan,PM Peak     ,41345,674507,16.31,21598,16730,2384,589,43,0
625,King's Cross St. Pan,Evening     ,16011,279430,17.45,8108,6201,1322,225,155,0
625,King's Cross St. Pan,Late        ,7528,129048,17.14,4159,2834,269,244,22,0
625,King's Cross St. Pan,Total day   ,140940,2619772,18.59,62051,61462,12325,4217,885,0
624,Kingsbury           ,Early       ,25,1197,47.08,0,0,11,14,0,0
624,Kingsbury           ,AM peak     ,912,23516,25.8,335,267,161,80,69,0
624,Kingsbury           ,Midday      ,1588,43343,27.3,515,333,580,152,7,0
624,Kingsbury           ,PM Peak     ,3693,117055,31.69,344,1070,1867,412,0,0
624,Kingsbury           ,Evening     ,1399,46597,33.3,238,63,996,102,0,0
624,Kingsbury           ,Late        ,446,13369,29.98,33,203,209,1,0,0
624,Kingsbury           ,Total day   ,8063,245077,30.39,1466,1936,3824,761,76,0
626,Knightsbridge       ,Early       ,465,15955,34.34,0,185,203,73,4,0
626,Knightsbridge       ,AM peak     ,7176,192049,26.76,1029,3710,1932,393,113,0
626,Knightsbridge       ,Midday      ,11139,243910,21.9,3162,5693,1858,361,65,0
626,Knightsbridge       ,PM Peak     ,5066,97292,19.2,1837,2653,495,81,0,0
626,Knightsbridge       ,Evening     ,1393,28423,20.41,563,617,157,53,3,0
626,Knightsbridge       ,Late        ,244,6539,26.81,95,66,12,70,0,0
626,Knightsbridge       ,Total day   ,25483,584168,22.92,6686,12924,4657,1031,185,0
627,Ladbroke Grove      ,Early       ,114,3589,31.57,14,26,68,5,0,0
627,Ladbroke Grove      ,AM peak     ,2284,73192,32.05,300,748,841,390,5,0
627,Ladbroke Grove      ,Midday      ,2202,56039,25.45,642,776,601,168,15,0
627,Ladbroke Grove      ,PM Peak     ,2037,52285,25.66,432,930,585,91,0,0
627,Ladbroke Grove      ,Evening     ,1183,28965,24.48,362,460,259,76,27,0
627,Ladbroke Grove      ,Late        ,496,13504,27.25,64,266,166,0,0,0
627,Ladbroke Grove      ,Total day   ,8316,227574,27.37,1813,3206,2520,730,47,0
628,Lambeth North       ,Early       ,76,2833,37.25,0,10,50,15,1,0
628,Lambeth North       ,AM peak     ,1209,36134,29.89,26,761,314,83,25,0
628,Lambeth North       ,Midday      ,1531,41046,26.82,326,724,266,121,93,0
628,Lambeth North       ,PM Peak     ,1018,22049,21.65,263,622,59,64,11,0
628,Lambeth North       ,Evening     ,644,15850,24.62,93,350,184,18,0,0
628,Lambeth North       ,Late        ,335,8093,24.15,35,217,82,0,0,0
628,Lambeth North       ,Total day   ,4813,126005,26.18,744,2684,955,300,130,0
629,Lancaster Gate      ,Early       ,194,5964,30.78,0,49,140,3,1,0
629,Lancaster Gate      ,AM peak     ,2001,52144,26.06,190,1125,568,84,34,0
629,Lancaster Gate      ,Midday      ,2281,47883,20.99,680,1158,297,147,0,0
629,Lancaster Gate      ,PM Peak     ,3294,55332,16.8,1404,1764,74,34,18,0
629,Lancaster Gate      ,Evening     ,1815,32646,17.99,596,1145,43,31,0,0
629,Lancaster Gate      ,Late        ,989,16714,16.89,456,479,54,0,0,0
629,Lancaster Gate      ,Total day   ,10574,210682,19.93,3325,5718,1177,299,54,0
630,Latimer Road        ,Early       ,65,2856,43.75,0,12,21,31,0,0
630,Latimer Road        ,AM peak     ,1559,51444,33.01,246,223,747,342,0,0
630,Latimer Road        ,Midday      ,979,21124,21.58,376,271,310,21,1,0
630,Latimer Road        ,PM Peak     ,987,25776,26.12,285,332,230,111,29,0
630,Latimer Road        ,Evening     ,517,9744,18.85,257,154,107,0,0,0
630,Latimer Road        ,Late        ,196,4096,20.94,41,132,22,0,0,0
630,Latimer Road        ,Total day   ,4302,115039,26.74,1205,1124,1437,506,31,0
631,Leicester Square    ,Early       ,658,18163,27.62,70,368,175,37,8,0
631,Leicester Square    ,AM peak     ,9918,225144,22.7,1955,6150,1536,267,10,0
631,Leicester Square    ,Midday      ,16341,320023,19.58,6227,8084,1809,194,26,0
631,Leicester Square    ,PM Peak     ,13715,258109,18.82,5980,6268,1240,193,35,0
631,Leicester Square    ,Evening     ,5916,108794,18.39,2656,2445,729,86,0,0
631,Leicester Square    ,Late        ,1808,30978,17.13,799,950,59,0,0,0
631,Leicester Square    ,Total day   ,48356,961210,19.88,17687,24265,5548,777,79,0
632,Leyton              ,Early       ,279,6018,21.6,71,131,74,2,0,0
632,Leyton              ,AM peak     ,1691,32675,19.33,676,734,185,45,51,0
632,Leyton              ,Midday      ,3565,81012,22.72,786,1980,558,189,52,0
632,Leyton              ,PM Peak     ,8751,216403,24.73,1441,4784,2212,276,37,0
632,Leyton              ,Evening     ,4807,108555,22.58,1305,2347,987,103,65,0
632,Leyton              ,Late        ,2492,68469,27.48,177,1399,794,93,29,0
632,Leyton              ,Total day   ,21584,513131,23.77,4456,11376,4809,708,234,0
633,Leytonstone         ,Early       ,211,4542,21.5,63,129,11,5,3,0
633,Leytonstone         ,AM peak     ,1991,49553,24.89,481,894,481,80,55,0
633,Leytonstone         ,Midday      ,3414,81574,23.89,1140,1404,538,268,62,2
633,Leytonstone         ,PM Peak     ,6401,158513,24.76,1352,3562,1174,295,17,0
633,Leytonstone         ,Evening     ,3625,101386,27.97,389,1714,1247,275,0,0
633,Leytonstone         ,Late        ,1968,57738,29.35,285,774,717,174,17,0
633,Leytonstone         ,Total day   ,17610,453306,25.74,3710,8476,4168,1099,155,2
634,Liverpool Street    ,Early       ,901,23568,26.17,333,197,279,72,19,0
634,Liverpool Street    ,AM peak     ,37739,972986,25.78,10323,14494,9491,2922,509,0
634,Liverpool Street    ,Midday      ,28157,598765,21.26,10655,11722,4709,685,386,0
634,Liverpool Street    ,PM Peak     ,35352,679415,19.22,16929,13413,3814,354,842,0
634,Liverpool Street    ,Evening     ,10864,220613,20.31,4225,4874,1292,278,194,0
634,Liverpool Street    ,Late        ,1490,29056,19.5,667,630,136,21,35,0
634,Liverpool Street    ,Total day   ,114504,2524403,22.05,43133,45331,19722,4333,1985,0
635,London Bridge       ,Early       ,2380,56638,23.8,616,1088,538,127,11,0
635,London Bridge       ,AM peak     ,34856,739791,21.22,12956,14233,5882,1419,367,0
635,London Bridge       ,Midday      ,28863,519130,17.99,13472,12000,2815,438,138,0
635,London Bridge       ,PM Peak     ,28522,465855,16.33,16195,10253,1627,369,77,0
635,London Bridge       ,Evening     ,12409,199156,16.05,6006,5715,561,58,69,0
635,London Bridge       ,Late        ,6276,99158,15.8,3623,2297,236,85,34,0
635,London Bridge       ,Total day   ,113305,2079728,18.36,52867,45586,11659,2496,696,0
636,Loughton            ,Early       ,52,1017,19.48,27,14,11,0,0,0
636,Loughton            ,AM peak     ,629,14234,22.64,289,190,131,3,16,0
